Region,Altitude,Mois,Saison,SOC,Clay,Nitrogen,CEC,Temp,Hum,pH,Lux,CE,Crop
Bongolava,1101.0,7,1,24.5,32.2,18.9,13.2,18.8,79.4,5.8,46806.0,1084.0,Tomate
Diana,305.0,10,1,30.8,26.1,20.5,24.4,35.0,46.5,7.1,55820.0,1027.0,Mangue
Bongolava,1099.0,6,1,24.5,32.2,18.9,13.2,19.2,66.9,6.5,58629.0,794.0,Tomate
Itasy,1487.0,2,0,28.4,33.2,25.5,14.3,23.1,55.4,7.2,53325.0,1077.0,Orange
Itasy,1318.0,11,0,28.4,33.2,25.5,14.3,22.5,68.1,6.0,47554.0,383.0,Riz_Plateau
Boeny,268.0,11,0,28.2,24.7,21.7,15.4,27.7,45.5,7.4,53342.0,1029.0,Mangue
Analamanga,1206.0,12,0,23.4,27.6,19.5,16.3,28.1,71.2,6.0,53559.0,629.0,Riz_Plateau
Atsimo-Andrefana,88.0,7,1,25.3,27.9,10.9,14.1,28.9,38.0,6.2,55447.0,1829.0,Pois_du_Cap
Haute Matsiatra,1031.0,2,0,24.1,24.9,18.2,12.7,28.5,59.4,6.7,53244.0,787.0,Maïs
Diana,323.0,12,0,30.8,26.1,20.5,24.4,36.3,56.1,5.9,62543.0,1040.0,Mangue
Haute Matsiatra,1378.0,1,0,24.1,24.9,18.2,12.7,24.4,55.4,7.1,45902.0,836.0,Orange
Menabe,107.0,6,1,23.9,28.2,16.9,14.4,24.3,89.8,5.2,45271.0,1575.0,Riz_Decrue
Sofia,310.0,4,0,24.8,23.3,16.4,10.2,22.8,64.8,6.7,56333.0,903.0,Oignon
Bongolava,1286.0,6,1,24.5,32.2,18.9,13.2,22.5,71.4,5.8,32058.0,1989.0,Tomate
Haute Matsiatra,1405.0,1,0,24.1,24.9,18.2,12.7,10.6,61.1,6.5,27681.0,312.0,Haricot
Analamanga,1393.0,6,1,23.4,27.6,19.5,16.3,18.3,69.3,6.0,38656.0,1797.0,Tomate
Androy,237.0,1,0,14.8,24.7,10.9,22.8,15.5,68.8,6.7,48015.0,513.0,Haricot
Itasy,1709.0,6,1,28.4,33.2,25.5,14.3,16.8,67.5,6.1,23952.0,855.0,Pomme_de_Terre
Ihorombe,715.0,12,0,15.9,28.1,12.1,17.6,16.8,62.0,6.3,35249.0,978.0,Haricot
Menabe,289.0,12,0,23.9,28.2,16.9,14.4,37.1,58.0,6.8,73813.0,902.0,Mangue
Vatovavy-Fitovinany,341.0,12,0,54.5,26.3,29.7,21.3,20.7,96.4,5.1,36018.0,1177.0,Riz_Bas_Fonds
Atsinanana,195.0,11,0,60.7,39.8,32.2,16.4,28.9,82.4,5.1,56687.0,771.0,Litchi
Haute Matsiatra,1421.0,7,1,24.1,24.9,18.2,12.7,14.1,69.8,5.5,46592.0,777.0,Pomme_de_Terre
Haute Matsiatra,1479.0,11,0,24.1,24.9,18.2,12.7,26.7,93.5,5.4,39316.0,464.0,Riz_Bas_Fonds
Diana,430.0,2,0,30.8,26.1,20.5,24.4,21.6,55.6,6.9,69296.0,990.0,Orange
Androy,357.0,7,1,14.8,24.7,10.9,22.8,30.7,40.4,7.2,60795.0,1024.0,Sorgho_CS
Menabe,253.0,12,0,23.9,28.2,16.9,14.4,18.0,49.9,5.6,39275.0,1122.0,Arachide
Amoron'i Mania,1051.0,7,1,31.1,27.9,19.6,13.9,18.4,77.2,5.6,42141.0,1440.0,Pomme_de_Terre
SAVA,500.0,11,0,64.8,36.6,48.0,20.9,24.1,96.1,6.3,57784.0,973.0,Riz_Bas_Fonds
Amoron'i Mania,1295.0,12,0,31.1,27.9,19.6,13.9,15.9,63.5,5.7,58227.0,1283.0,Arachide
Atsinanana,198.0,6,1,60.7,39.8,32.2,16.4,23.1,63.6,5.9,38232.0,998.0,Tomate
Melaky,21.0,1,0,26.0,23.7,21.3,15.3,15.0,77.7,6.2,52637.0,403.0,Haricot
Bongolava,1096.0,9,1,24.5,32.2,18.9,13.2,31.2,74.9,5.3,68374.0,904.0,Ananas
SAVA,28.0,11,0,64.8,36.6,48.0,20.9,23.5,65.8,4.6,52036.0,934.0,Ananas
Itasy,1288.0,1,0,28.4,33.2,25.5,14.3,27.8,68.7,6.6,52704.0,849.0,Orange
Vakinankaratra,1848.0,5,1,36.1,33.3,28.2,15.2,18.2,74.2,5.9,31104.0,790.0,Fraise
Itasy,1009.0,6,1,28.4,33.2,25.5,14.3,18.1,69.8,5.8,31117.0,874.0,Pomme_de_Terre
SAVA,41.0,10,1,64.8,36.6,48.0,20.9,24.9,84.7,4.5,52017.0,943.0,Ananas
Ihorombe,851.0,1,0,15.9,28.1,12.1,17.6,21.4,70.7,6.6,42080.0,347.0,Haricot
Diana,207.0,10,1,30.8,26.1,20.5,24.4,31.1,56.0,7.4,75276.0,415.0,Mangue
Atsinanana,136.0,11,0,60.7,39.8,32.2,16.4,21.3,71.9,6.1,68379.0,606.0,Litchi
Atsimo-Atsinanana,47.0,12,0,49.2,29.9,29.9,18.8,20.8,79.5,6.2,50069.0,969.0,Riz_Plateau
Atsimo-Andrefana,224.0,12,0,25.3,27.9,10.9,14.1,26.9,64.1,6.2,39511.0,571.0,Maïs
Amoron'i Mania,1664.0,7,1,31.1,27.9,19.6,13.9,11.3,65.0,6.5,45402.0,757.0,Pomme
Sofia,483.0,11,0,24.8,23.3,16.4,10.2,24.0,38.6,6.1,56451.0,710.0,Sorgho
Atsinanana,161.0,10,1,60.7,39.8,32.2,16.4,31.8,64.4,4.7,52314.0,938.0,Ananas
Analanjirofo,323.0,11,0,54.8,35.0,29.5,18.5,27.0,78.4,6.4,62572.0,664.0,Banane
Diana,4.0,2,0,30.8,26.1,20.5,24.4,29.0,58.3,6.7,42028.0,774.0,Maïs
Haute Matsiatra,1495.0,5,1,24.1,24.9,18.2,12.7,19.1,66.6,5.8,53983.0,795.0,Tomate
Analanjirofo,290.0,12,0,54.8,35.0,29.5,18.5,26.1,89.1,5.2,59411.0,689.0,Litchi
Vakinankaratra,1821.0,8,1,36.1,33.3,28.2,15.2,20.2,56.9,6.6,58200.0,931.0,Oignon
Amoron'i Mania,1012.0,6,1,31.1,27.9,19.6,13.9,17.1,69.8,5.5,34824.0,432.0,Pomme_de_Terre
Diana,55.0,10,1,30.8,26.1,20.5,24.4,37.9,40.8,7.1,65387.0,712.0,Mangue
Boeny,13.0,12,0,28.2,24.7,21.7,15.4,30.2,43.9,7.4,64215.0,547.0,Mangue
Menabe,87.0,11,0,23.9,28.2,16.9,14.4,31.5,95.4,5.3,43835.0,681.0,Riz_Bas_Fonds
Sofia,9.0,12,0,24.8,23.3,16.4,10.2,14.4,66.2,6.4,47490.0,443.0,Haricot
Vakinankaratra,1738.0,6,1,36.1,33.3,28.2,15.2,18.5,79.8,6.1,52810.0,817.0,Fraise
Analamanga,1105.0,4,0,23.4,27.6,19.5,16.3,20.3,52.9,7.1,37324.0,909.0,Haricot_CS
Atsinanana,261.0,1,0,60.7,39.8,32.2,16.4,25.7,68.6,6.1,62508.0,1141.0,Riz_Plateau
Bongolava,1373.0,6,1,24.5,32.2,18.9,13.2,16.1,64.1,7.4,38904.0,914.0,Haricot_CS
Vakinankaratra,1783.0,7,1,36.1,33.3,28.2,15.2,14.3,79.4,6.4,47571.0,745.0,Pomme
Itasy,1792.0,12,0,28.4,33.2,25.5,14.3,27.1,46.7,6.0,47213.0,774.0,Arachide
Atsinanana,381.0,1,0,60.7,39.8,32.2,16.4,29.9,67.3,6.7,45072.0,690.0,Arachide
Analanjirofo,115.0,1,0,54.8,35.0,29.5,18.5,31.6,93.4,7.0,41983.0,560.0,Banane
Melaky,146.0,1,0,26.0,23.7,21.3,15.3,21.1,57.3,6.6,52297.0,1295.0,Maïs
Analanjirofo,286.0,1,0,54.8,35.0,29.5,18.5,28.3,76.1,5.6,64875.0,360.0,Riz_Plateau
Menabe,121.0,1,0,23.9,28.2,16.9,14.4,12.0,64.6,6.7,49236.0,841.0,Haricot
Atsimo-Andrefana,285.0,6,1,25.3,27.9,10.9,14.1,27.8,38.2,6.3,60124.0,704.0,Sorgho_CS
Atsinanana,31.0,12,0,60.7,39.8,32.2,16.4,26.7,78.7,6.7,56118.0,617.0,Banane
SAVA,276.0,12,0,64.8,36.6,48.0,20.9,31.6,79.5,6.1,50723.0,304.0,Riz_Plateau
Atsinanana,234.0,6,1,60.7,39.8,32.2,16.4,22.1,64.2,5.8,47451.0,1364.0,Tomate
Analamanga,1497.0,7,1,23.4,27.6,19.5,16.3,21.8,74.0,5.6,27757.0,488.0,Pomme_de_Terre
Analanjirofo,82.0,12,0,54.8,35.0,29.5,18.5,31.6,77.6,6.3,55552.0,413.0,Litchi
Haute Matsiatra,1542.0,1,0,24.1,24.9,18.2,12.7,22.9,77.4,6.1,65310.0,763.0,Orange
Anosy,66.0,12,0,19.2,22.4,16.0,15.2,25.9,52.9,6.4,53695.0,1271.0,Maïs
Boeny,26.0,1,0,28.2,24.7,21.7,15.4,28.9,48.6,6.7,49598.0,1899.0,Sorgho
Anosy,173.0,11,0,19.2,22.4,16.0,15.2,26.4,34.1,6.4,49459.0,863.0,Sorgho
Analamanga,1372.0,11,0,23.4,27.6,19.5,16.3,29.5,90.8,5.9,57622.0,1223.0,Riz_Bas_Fonds
Bongolava,1179.0,9,1,24.5,32.2,18.9,13.2,28.1,72.7,4.6,52614.0,508.0,Ananas
Itasy,1049.0,6,1,28.4,33.2,25.5,14.3,18.5,77.8,6.2,45393.0,403.0,Fraise
Haute Matsiatra,1232.0,7,1,24.1,24.9,18.2,12.7,19.1,73.0,6.3,45125.0,1602.0,Pomme_de_Terre
Itasy,1312.0,6,1,28.4,33.2,25.5,14.3,22.7,70.7,6.5,30103.0,439.0,Fraise
Boeny,49.0,11,0,28.2,24.7,21.7,15.4,17.3,50.0,5.5,59015.0,1188.0,Arachide
Haute Matsiatra,1387.0,2,0,24.1,24.9,18.2,12.7,19.7,59.7,7.2,63244.0,773.0,Orange
Melaky,288.0,12,0,26.0,23.7,21.3,15.3,25.4,89.6,6.5,62087.0,1460.0,Riz_Bas_Fonds
Amoron'i Mania,1325.0,6,1,31.1,27.9,19.6,13.9,15.4,73.9,6.7,33289.0,919.0,Pomme
Anosy,140.0,12,0,19.2,22.4,16.0,15.2,21.1,61.3,6.4,29893.0,700.0,Haricot
Anosy,549.0,7,1,19.2,22.4,16.0,15.2,32.7,29.8,6.3,48785.0,1611.0,Sorgho_CS
Itasy,1607.0,4,0,28.4,33.2,25.5,14.3,20.1,47.1,6.8,53810.0,702.0,Haricot_CS
Menabe,347.0,1,0,23.9,28.2,16.9,14.4,28.1,49.2,6.5,52007.0,646.0,Arachide
Vakinankaratra,1715.0,6,1,36.1,33.3,28.2,15.2,23.8,68.6,5.8,50667.0,1196.0,Tomate
Androy,303.0,1,0,14.8,24.7,10.9,22.8,28.1,62.2,6.0,45800.0,588.0,Haricot
Vatovavy-Fitovinany,471.0,2,0,54.5,26.3,29.7,21.3,26.6,71.8,6.2,46629.0,920.0,Maïs
Atsimo-Andrefana,38.0,6,1,25.3,27.9,10.9,14.1,25.7,56.2,6.8,48076.0,1670.0,Pois_du_Cap
Menabe,261.0,6,1,23.9,28.2,16.9,14.4,20.7,50.5,7.1,44935.0,723.0,Pois_du_Cap
Menabe,293.0,6,1,23.9,28.2,16.9,14.4,25.6,90.4,5.7,61357.0,1199.0,Riz_Decrue
Analamanga,1388.0,8,1,23.4,27.6,19.5,16.3,18.8,61.3,6.8,38402.0,1324.0,Tomate
Vakinankaratra,1562.0,6,1,36.1,33.3,28.2,15.2,21.0,66.4,7.4,40192.0,883.0,Haricot_CS
Boeny,17.0,1,0,28.2,24.7,21.7,15.4,22.6,60.1,6.6,48140.0,555.0,Arachide
Analamanga,1504.0,5,1,23.4,27.6,19.5,16.3,26.0,73.7,6.7,38266.0,952.0,Tomate
Menabe,81.0,10,1,23.9,28.2,16.9,14.4,28.9,53.0,5.8,72079.0,1187.0,Mangue
Sofia,30.0,1,0,24.8,23.3,16.4,10.2,25.1,70.6,6.4,54296.0,1081.0,Riz_Plateau
Amoron'i Mania,1156.0,6,1,31.1,27.9,19.6,13.9,13.1,62.4,5.6,43070.0,909.0,Pomme
Haute Matsiatra,1578.0,11,0,24.1,24.9,18.2,12.7,23.2,53.5,7.0,45178.0,1285.0,Maïs
Haute Matsiatra,1447.0,1,0,24.1,24.9,18.2,12.7,24.5,68.2,6.2,40199.0,554.0,Maïs
Vakinankaratra,1457.0,1,0,36.1,33.3,28.2,15.2,12.7,61.2,6.8,29486.0,994.0,Haricot
Vakinankaratra,1246.0,7,1,36.1,33.3,28.2,15.2,11.2,63.2,5.7,59291.0,826.0,Pomme
Itasy,1319.0,5,1,28.4,33.2,25.5,14.3,20.7,67.8,7.0,33826.0,836.0,Haricot_CS
Itasy,1517.0,5,1,28.4,33.2,25.5,14.3,20.7,63.1,6.7,35472.0,573.0,Haricot_CS
SAVA,314.0,12,0,64.8,36.6,48.0,20.9,20.7,77.6,5.4,62879.0,413.0,Litchi
Androy,191.0,5,1,14.8,24.7,10.9,22.8,22.8,28.3,5.6,58928.0,1686.0,Sorgho_CS
Analanjirofo,225.0,11,0,54.8,35.0,29.5,18.5,34.4,93.4,6.9,52846.0,1197.0,Banane
Analamanga,1168.0,11,0,23.4,27.6,19.5,16.3,20.8,74.7,5.7,56632.0,1171.0,Riz_Plateau
SAVA,326.0,11,0,64.8,36.6,48.0,20.9,28.2,71.9,6.1,66274.0,555.0,Litchi
Menabe,213.0,6,1,23.9,28.2,16.9,14.4,30.3,82.6,6.3,57584.0,873.0,Riz_Decrue
Haute Matsiatra,1040.0,6,1,24.1,24.9,18.2,12.7,12.3,77.4,6.5,37566.0,1225.0,Pomme_de_Terre
Itasy,1156.0,6,1,28.4,33.2,25.5,14.3,21.5,68.4,7.0,30648.0,360.0,Haricot_CS
Anosy,566.0,12,0,19.2,22.4,16.0,15.2,30.6,44.7,7.3,64490.0,1817.0,Sorgho
Bongolava,1032.0,5,1,24.5,32.2,18.9,13.2,20.1,61.0,7.5,35600.0,445.0,Haricot_CS
Vakinankaratra,1279.0,5,1,36.1,33.3,28.2,15.2,17.5,78.4,5.9,25739.0,457.0,Fraise
Amoron'i Mania,1066.0,7,1,31.1,27.9,19.6,13.9,20.5,67.9,5.6,56592.0,954.0,Pomme
Atsimo-Andrefana,243.0,7,1,25.3,27.9,10.9,14.1,25.0,30.2,5.8,57011.0,1813.0,Sorgho_CS
Bongolava,1024.0,11,0,24.5,32.2,18.9,13.2,31.3,72.1,4.8,69921.0,1067.0,Ananas
Boeny,58.0,11,0,28.2,24.7,21.7,15.4,23.9,45.5,6.5,39456.0,569.0,Arachide
Menabe,228.0,5,1,23.9,28.2,16.9,14.4,26.7,83.8,6.3,58611.0,751.0,Riz_Decrue
Atsimo-Andrefana,164.0,7,1,25.3,27.9,10.9,14.1,26.8,43.8,6.6,42193.0,1485.0,Pois_du_Cap
Itasy,1312.0,1,0,28.4,33.2,25.5,14.3,23.2,71.6,7.3,55194.0,724.0,Orange
Analanjirofo,362.0,12,0,54.8,35.0,29.5,18.5,22.7,80.7,6.3,49389.0,692.0,Banane
Vakinankaratra,1844.0,6,1,36.1,33.3,28.2,15.2,15.9,78.8,6.1,53055.0,610.0,Fraise
Atsinanana,80.0,7,1,60.7,39.8,32.2,16.4,26.5,61.4,6.2,35033.0,507.0,Oignon
Atsinanana,315.0,12,0,60.7,39.8,32.2,16.4,24.1,92.0,6.5,49399.0,674.0,Banane
Ihorombe,1028.0,12,0,15.9,28.1,12.1,17.6,27.6,78.4,5.8,45588.0,948.0,Riz_Plateau
Analanjirofo,259.0,1,0,54.8,35.0,29.5,18.5,26.5,92.4,6.8,56462.0,769.0,Banane
Boeny,237.0,12,0,28.2,24.7,21.7,15.4,27.2,90.4,5.9,42961.0,1264.0,Riz_Bas_Fonds
Itasy,1228.0,6,1,28.4,33.2,25.5,14.3,18.1,73.7,6.3,45881.0,802.0,Fraise
Itasy,1229.0,1,0,28.4,33.2,25.5,14.3,27.4,78.4,6.3,64127.0,524.0,Orange
SAVA,199.0,9,1,64.8,36.6,48.0,20.9,30.1,63.8,5.3,56794.0,718.0,Ananas
Amoron'i Mania,1090.0,5,1,31.1,27.9,19.6,13.9,12.3,75.1,6.1,48293.0,645.0,Pomme_de_Terre
Diana,381.0,2,0,30.8,26.1,20.5,24.4,21.3,69.3,6.4,35826.0,931.0,Maïs
Atsimo-Andrefana,227.0,7,1,25.3,27.9,10.9,14.1,20.5,42.3,6.3,42402.0,1444.0,Pois_du_Cap
Vakinankaratra,1909.0,7,1,36.1,33.3,28.2,15.2,14.0,60.3,6.3,41927.0,476.0,Pomme
Vakinankaratra,1242.0,7,1,36.1,33.3,28.2,15.2,21.9,73.3,6.7,32586.0,723.0,Pomme
Vakinankaratra,1837.0,11,0,36.1,33.3,28.2,15.2,26.0,37.1,6.8,55619.0,1249.0,Sorgho
Ihorombe,672.0,11,0,15.9,28.1,12.1,17.6,28.0,38.5,7.2,49057.0,1880.0,Sorgho
Betsiboka,64.0,5,1,27.9,23.7,28.2,10.9,31.1,89.8,5.5,61785.0,1095.0,Riz_Decrue
Bongolava,1365.0,10,1,24.5,32.2,18.9,13.2,30.1,82.1,4.9,67848.0,531.0,Ananas
Vakinankaratra,1574.0,4,0,36.1,33.3,28.2,15.2,23.2,62.1,6.7,26774.0,568.0,Haricot_CS
Vakinankaratra,1706.0,1,0,36.1,33.3,28.2,15.2,18.3,47.1,6.7,52782.0,919.0,Arachide
Bongolava,837.0,9,1,24.5,32.2,18.9,13.2,29.2,78.6,4.5,51882.0,921.0,Ananas
Analanjirofo,297.0,1,0,54.8,35.0,29.5,18.5,22.1,83.6,6.2,42269.0,855.0,Banane
Atsimo-Andrefana,292.0,5,1,25.3,27.9,10.9,14.1,31.9,31.9,6.7,64256.0,1210.0,Sorgho_CS
Sofia,173.0,11,0,24.8,23.3,16.4,10.2,30.4,51.9,6.0,58521.0,1997.0,Sorgho
Analamanga,1328.0,6,1,23.4,27.6,19.5,16.3,21.7,73.8,6.5,60160.0,1235.0,Tomate
Atsimo-Andrefana,239.0,7,1,25.3,27.9,10.9,14.1,29.8,40.3,7.4,54165.0,1656.0,Pois_du_Cap
Haute Matsiatra,1536.0,5,1,24.1,24.9,18.2,12.7,24.9,45.1,6.8,29735.0,806.0,Haricot_CS
Itasy,1232.0,1,0,28.4,33.2,25.5,14.3,22.4,73.5,6.8,57552.0,527.0,Orange
Bongolava,1304.0,12,0,24.5,32.2,18.9,13.2,13.0,66.2,6.7,27927.0,676.0,Haricot
Haute Matsiatra,1305.0,1,0,24.1,24.9,18.2,12.7,28.2,73.7,7.0,67387.0,585.0,Orange
Boeny,273.0,1,0,28.2,24.7,21.7,15.4,25.0,45.5,5.7,54801.0,1857.0,Sorgho
Vakinankaratra,1364.0,12,0,36.1,33.3,28.2,15.2,28.9,74.0,6.5,64141.0,789.0,Maïs
Atsinanana,245.0,12,0,60.7,39.8,32.2,16.4,27.7,83.3,6.4,54653.0,343.0,Litchi
Atsimo-Andrefana,32.0,5,1,25.3,27.9,10.9,14.1,23.3,46.9,5.5,58425.0,1147.0,Sorgho_CS
Analamanga,1105.0,4,0,23.4,27.6,19.5,16.3,17.7,75.9,6.1,43644.0,881.0,Fraise
Atsimo-Andrefana,190.0,5,1,25.3,27.9,10.9,14.1,31.6,49.6,6.3,54530.0,1819.0,Sorgho_CS
Haute Matsiatra,1579.0,12,0,24.1,24.9,18.2,12.7,32.3,92.8,5.1,45557.0,1035.0,Riz_Bas_Fonds
Analanjirofo,98.0,12,0,54.8,35.0,29.5,18.5,29.7,63.1,5.9,42273.0,586.0,Riz_Plateau
Bongolava,1078.0,5,1,24.5,32.2,18.9,13.2,18.4,68.6,6.3,38252.0,654.0,Haricot_CS
Atsinanana,33.0,9,1,60.7,39.8,32.2,16.4,24.5,82.4,4.9,53832.0,513.0,Ananas
Androy,292.0,12,0,14.8,24.7,10.9,22.8,21.8,38.0,7.1,49578.0,1615.0,Sorgho
Diana,236.0,2,0,30.8,26.1,20.5,24.4,24.6,74.3,6.2,57107.0,618.0,Orange
Haute Matsiatra,1192.0,1,0,24.1,24.9,18.2,12.7,24.0,67.5,6.0,48870.0,1205.0,Orange
Menabe,220.0,11,0,23.9,28.2,16.9,14.4,33.8,58.8,5.9,64608.0,861.0,Mangue
Atsimo-Andrefana,47.0,6,1,25.3,27.9,10.9,14.1,22.0,47.1,6.3,63338.0,1290.0,Sorgho_CS
Menabe,394.0,10,1,23.9,28.2,16.9,14.4,35.9,66.0,6.0,54273.0,944.0,Mangue
Sofia,41.0,1,0,24.8,23.3,16.4,10.2,29.5,61.0,6.4,40320.0,1046.0,Riz_Plateau
Atsinanana,338.0,1,0,60.7,39.8,32.2,16.4,28.5,89.6,5.8,56158.0,1225.0,Banane
Anosy,242.0,1,0,19.2,22.4,16.0,15.2,28.8,67.5,6.3,57061.0,1000.0,Riz_Plateau
Atsinanana,87.0,1,0,60.7,39.8,32.2,16.4,23.4,69.5,5.6,43876.0,616.0,Arachide
Atsimo-Andrefana,128.0,5,1,25.3,27.9,10.9,14.1,21.6,53.4,6.0,51040.0,755.0,Oignon
Analamanga,1532.0,5,1,23.4,27.6,19.5,16.3,18.0,78.0,6.3,28873.0,597.0,Fraise
SAVA,289.0,12,0,64.8,36.6,48.0,20.9,28.4,59.2,6.6,46907.0,543.0,Maïs
Bongolava,1120.0,10,1,24.5,32.2,18.9,13.2,26.9,73.4,5.5,55151.0,753.0,Ananas
Vakinankaratra,1700.0,6,1,36.1,33.3,28.2,15.2,24.9,81.9,6.3,40580.0,559.0,Fraise
Bongolava,1185.0,12,0,24.5,32.2,18.9,13.2,33.9,82.3,5.8,41857.0,1140.0,Banane
Menabe,153.0,12,0,23.9,28.2,16.9,14.4,33.0,58.5,6.3,54771.0,1079.0,Mangue
Atsinanana,124.0,12,0,60.7,39.8,32.2,16.4,22.7,83.0,6.3,60605.0,876.0,Litchi
Anosy,578.0,7,1,19.2,22.4,16.0,15.2,24.0,44.0,5.6,50867.0,683.0,Sorgho_CS
Vakinankaratra,1743.0,7,1,36.1,33.3,28.2,15.2,26.2,55.9,6.8,48924.0,590.0,Oignon
Melaky,283.0,12,0,26.0,23.7,21.3,15.3,20.4,74.3,6.2,41275.0,1023.0,Riz_Plateau
Haute Matsiatra,1152.0,2,0,24.1,24.9,18.2,12.7,19.8,78.9,7.3,46227.0,1028.0,Orange
Alaotra-Mangoro,713.0,1,0,16.6,25.9,13.3,14.3,28.8,32.9,6.4,59525.0,804.0,Sorgho
Androy,100.0,7,1,14.8,24.7,10.9,22.8,29.5,29.4,7.4,50431.0,1732.0,Sorgho_CS
Atsinanana,346.0,12,0,60.7,39.8,32.2,16.4,26.8,73.2,5.7,59416.0,318.0,Riz_Plateau
Alaotra-Mangoro,774.0,12,0,16.6,25.9,13.3,14.3,27.8,70.6,7.0,40706.0,976.0,Haricot
Haute Matsiatra,1488.0,6,1,24.1,24.9,18.2,12.7,18.6,68.3,6.4,52469.0,660.0,Tomate
Sofia,461.0,1,0,24.8,23.3,16.4,10.2,19.9,69.9,6.7,54266.0,832.0,Haricot
Atsimo-Andrefana,285.0,7,1,25.3,27.9,10.9,14.1,28.1,55.1,6.3,59578.0,1911.0,Pois_du_Cap
Atsimo-Andrefana,309.0,7,1,25.3,27.9,10.9,14.1,28.2,51.8,7.3,55581.0,676.0,Pois_du_Cap
Atsimo-Andrefana,93.0,7,1,25.3,27.9,10.9,14.1,26.8,40.9,6.0,45611.0,1824.0,Pois_du_Cap
Melaky,187.0,11,0,26.0,23.7,21.3,15.3,21.2,96.6,5.7,42107.0,1118.0,Riz_Bas_Fonds
Itasy,1116.0,6,1,28.4,33.2,25.5,14.3,14.4,74.0,6.0,49902.0,1427.0,Pomme_de_Terre
Itasy,1187.0,2,0,28.4,33.2,25.5,14.3,21.4,63.3,6.7,54307.0,525.0,Orange
Itasy,1143.0,6,1,28.4,33.2,25.5,14.3,16.4,83.8,6.1,37262.0,746.0,Fraise
Bongolava,842.0,11,0,24.5,32.2,18.9,13.2,22.8,64.0,5.3,48566.0,744.0,Ananas
Analanjirofo,140.0,12,0,54.8,35.0,29.5,18.5,32.6,68.2,5.6,61703.0,756.0,Riz_Plateau
Menabe,160.0,11,0,23.9,28.2,16.9,14.4,26.3,51.3,6.5,67441.0,534.0,Mangue
Analanjirofo,196.0,11,0,54.8,35.0,29.5,18.5,23.2,89.3,5.8,57085.0,431.0,Litchi
Haute Matsiatra,1233.0,6,1,24.1,24.9,18.2,12.7,23.1,73.7,5.8,52382.0,825.0,Tomate
Atsimo-Andrefana,430.0,12,0,25.3,27.9,10.9,14.1,28.1,49.7,5.5,52986.0,1515.0,Sorgho
Vakinankaratra,1919.0,5,1,36.1,33.3,28.2,15.2,15.4,80.4,6.1,53339.0,727.0,Fraise
Atsimo-Andrefana,489.0,6,1,25.3,27.9,10.9,14.1,23.3,40.8,6.1,62293.0,1804.0,Pois_du_Cap
Atsimo-Andrefana,264.0,6,1,25.3,27.9,10.9,14.1,22.7,49.7,6.7,60822.0,1656.0,Pois_du_Cap
Vakinankaratra,1447.0,12,0,36.1,33.3,28.2,15.2,20.8,86.1,5.0,62044.0,365.0,Riz_Bas_Fonds
Analanjirofo,33.0,11,0,54.8,35.0,29.5,18.5,25.7,82.2,6.1,55673.0,1088.0,Banane
Atsinanana,201.0,10,1,60.7,39.8,32.2,16.4,23.1,81.1,5.4,59396.0,1016.0,Ananas
Itasy,1322.0,4,0,28.4,33.2,25.5,14.3,21.2,81.8,6.3,35999.0,409.0,Fraise
Haute Matsiatra,1293.0,12,0,24.1,24.9,18.2,12.7,34.9,89.1,6.3,35989.0,935.0,Riz_Bas_Fonds
Haute Matsiatra,1286.0,2,0,24.1,24.9,18.2,12.7,18.5,79.6,6.7,40004.0,708.0,Orange
Vakinankaratra,1396.0,1,0,36.1,33.3,28.2,15.2,23.5,60.9,6.2,54373.0,466.0,Haricot
Diana,113.0,12,0,30.8,26.1,20.5,24.4,30.4,72.9,5.6,46312.0,1174.0,Riz_Plateau
Atsimo-Andrefana,445.0,5,1,25.3,27.9,10.9,14.1,27.3,44.8,6.6,47586.0,1930.0,Pois_du_Cap
Menabe,364.0,12,0,23.9,28.2,16.9,14.4,15.2,58.0,6.5,41011.0,1269.0,Arachide
Vakinankaratra,1315.0,7,1,36.1,33.3,28.2,15.2,21.9,67.3,6.1,38133.0,1595.0,Pomme_de_Terre
SAVA,293.0,9,1,64.8,36.6,48.0,20.9,31.1,69.2,4.8,64686.0,629.0,Ananas
SAVA,161.0,11,0,64.8,36.6,48.0,20.9,34.0,74.7,6.3,59484.0,801.0,Riz_Plateau
Bongolava,1110.0,6,1,24.5,32.2,18.9,13.2,26.4,64.7,5.9,58414.0,1860.0,Tomate
Atsinanana,295.0,11,0,60.7,39.8,32.2,16.4,22.7,67.7,5.3,56708.0,496.0,Ananas
Bongolava,1136.0,12,0,24.5,32.2,18.9,13.2,34.4,49.0,5.7,63409.0,1478.0,Sorgho
Sofia,388.0,4,0,24.8,23.3,16.4,10.2,25.1,53.8,6.7,43326.0,709.0,Oignon
Atsimo-Andrefana,10.0,11,0,25.3,27.9,10.9,14.1,25.7,32.3,6.2,47126.0,1699.0,Sorgho
Bongolava,1287.0,11,0,24.5,32.2,18.9,13.2,27.5,89.6,5.6,62787.0,1199.0,Banane
Alaotra-Mangoro,1001.0,8,1,16.6,25.9,13.3,14.3,30.2,93.0,5.7,57162.0,624.0,Riz_Decrue
Vakinankaratra,1267.0,5,1,36.1,33.3,28.2,15.2,13.9,75.4,5.9,42008.0,1046.0,Pomme_de_Terre
